date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
1999-04-01 00:00:00+00:00,98.27,98.63,97.55,98.5,267500,61.4294815103,61.6545208239,60.9794028832,61.5732566273,267500,0.0,1.0
1999-04-05 00:00:00+00:00,100.1,100.3,98.81,99.34,457400,62.5734313543,62.6984531951,61.7670404807,62.098348359,457400,0.0,1.0
1999-04-06 00:00:00+00:00,99.63,100.3,99.19,99.55,231600,62.2796300282,62.6984531951,62.0045819783,62.2296212919,231600,0.0,1.0
1999-04-07 00:00:00+00:00,101.0,101.1,99.38,100.4,313900,63.1360296382,63.1985405586,62.1233527272,62.7609641156,313900,0.0,1.0
1999-04-08 00:00:00+00:00,102.1,102.1,100.5,101.0,362600,63.823649763,63.823649763,62.823475036,63.1360296382,362600,0.0,1.0
1999-04-09 00:00:00+00:00,101.9,102.6,101.0,101.6,402300,63.6986279221,64.1362043651,63.1360296382,63.5110951608,402300,0.0,1.0
1999-04-12 00:00:00+00:00,103.5,103.6,100.6,100.6,900800,64.698802649,64.7613135695,62.8859859564,62.8859859564,900800,0.0,1.0
1999-04-13 00:00:00+00:00,104.1,104.3,103.0,103.4,1310900,65.0738681716,65.1988900125,64.3862480469,64.6362917286,1310900,0.0,1.0
1999-04-14 00:00:00+00:00,104.3,105.2,103.6,104.8,1553700,65.1988900125,65.7614882964,64.7613135695,65.5114446147,1553700,0.0,1.0
1999-04-15 00:00:00+00:00,104.8,105.2,103.5,104.3,1917400,65.5114446147,65.7614882964,64.698802649,65.1988900125,1917400,0.0,1.0
1999-04-16 00:00:00+00:00,104.5,105.2,103.8,105.0,2050400,65.3351569428,65.7728087118,64.8975051738,65.6477653493,2050400,0.017989,1.0
1999-04-19 00:00:00+00:00,104.4,107.5,103.5,104.9,5045900,65.2726352616,67.2108073814,64.70994013,65.585243668,5045900,0.0,1.0
1999-04-20 00:00:00+00:00,104.5,105.0,103.1,104.3,4491000,65.3351569428,65.6477653493,64.4598534048,65.2101135803,4491000,0.0,1.0
1999-04-21 00:00:00+00:00,106.5,106.5,104.2,104.5,2419100,66.5855905685,66.5855905685,65.147591899,65.3351569428,2419100,0.0,1.0
1999-04-22 00:00:00+00:00,107.5,107.6,106.1,107.0,1891000,67.2108073814,67.2733290627,66.3355038434,66.898198975,1891000,0.0,1.0
1999-04-23 00:00:00+00:00,107.1,107.6,106.3,107.0,942000,66.9607206563,67.2733290627,66.460547206,66.898198975,942000,0.0,1.0
1999-04-26 00:00:00+00:00,107.3,107.3,106.4,107.3,629400,67.0857640188,67.0857640188,66.5230688873,67.0857640188,629400,0.0,1.0
1999-04-27 00:00:00+00:00,108.4,108.6,107.5,108.0,2460600,67.773502513,67.8985458755,67.2108073814,67.5234157878,2460600,0.0,1.0
1999-04-28 00:00:00+00:00,108.3,109.4,108.0,108.3,2919100,67.7109808317,68.3987193258,67.5234157878,67.7109808317,2919100,0.0,1.0
1999-04-29 00:00:00+00:00,108.8,109.3,108.1,108.8,1922000,68.0235892381,68.3361976445,67.5859374691,68.0235892381,1922000,0.0,1.0
1999-04-30 00:00:00+00:00,107.6,109.6,106.5,109.3,3761500,67.2733290627,68.5237626884,66.5855905685,68.3361976445,3761500,0.0,1.0
1999-05-03 00:00:00+00:00,110.2,110.2,107.5,107.9,1834900,68.8988927761,68.8988927761,67.2108073814,67.4608941065,1834900,0.0,1.0
1999-05-04 00:00:00+00:00,109.3,110.4,108.7,109.8,2046600,68.3361976445,69.0239361387,67.9610675568,68.6488060509,2046600,0.0,1.0
1999-05-05 00:00:00+00:00,109.4,109.7,107.8,109.3,2827000,68.3987193258,68.5862843697,67.3983724252,68.3361976445,2827000,0.0,1.0
1999-05-06 00:00:00+00:00,109.5,109.8,108.4,109.2,2659100,68.4612410071,68.6488060509,67.773502513,68.2736759632,2659100,0.0,1.0
1999-05-07 00:00:00+00:00,110.4,110.4,109.3,110.1,1749800,69.0239361387,69.0239361387,68.3361976445,68.8363710948,1749800,0.0,1.0
1999-05-10 00:00:00+00:00,110.0,111.1,109.6,110.3,1598000,68.7738494135,69.4615879077,68.5237626884,68.9614144574,1598000,0.0,1.0
1999-05-11 00:00:00+00:00,110.2,111.0,109.7,110.6,1519200,68.8988927761,69.3990662264,68.5862843697,69.1489795012,1519200,0.0,1.0
1999-05-12 00:00:00+00:00,110.2,110.7,107.0,110.0,3325500,68.8988927761,69.2115011825,66.898198975,68.7738494135,3325500,0.0,1.0
1999-05-13 00:00:00+00:00,111.3,111.5,110.5,111.0,1390300,69.5866312702,69.7116746328,69.0864578199,69.3990662264,1390300,0.0,1.0
1999-05-14 00:00:00+00:00,109.1,110.1,108.8,109.7,2026200,68.211154282,68.8363710948,68.0235892381,68.5862843697,2026200,0.0,1.0
1999-05-17 00:00:00+00:00,108.8,108.9,107.7,108.9,1204800,68.0235892381,68.0861109194,67.335850744,68.0861109194,1204800,0.0,1.0
1999-05-18 00:00:00+00:00,108.8,109.5,107.6,109.2,1152500,68.0235892381,68.4612410071,67.2733290627,68.2736759632,1152500,0.0,1.0
1999-05-19 00:00:00+00:00,109.1,109.3,108.3,109.1,679000,68.211154282,68.3361976445,67.7109808317,68.211154282,679000,0.0,1.0
1999-05-20 00:00:00+00:00,108.8,109.7,108.8,109.4,1410900,68.0235892381,68.5862843697,68.0235892381,68.3987193258,1410900,0.0,1.0
1999-05-21 00:00:00+00:00,108.3,108.9,107.8,108.8,747200,67.8541304731,68.2300536337,67.5408611727,68.1673997736,747200,0.22896,1.0
1999-05-24 00:00:00+00:00,106.4,108.7,106.2,108.7,1241800,66.6637071315,68.1047459135,66.5383994113,68.1047459135,1241800,0.0,1.0
1999-05-25 00:00:00+00:00,105.1,107.6,105.1,106.3,1253300,65.8492069504,67.4155534525,65.8492069504,66.6010532714,1253300,0.0,1.0
1999-05-26 00:00:00+00:00,107.0,107.3,105.1,106.0,1336500,67.039630292,67.2275918723,65.8492069504,66.4130916912,1336500,0.0,1.0
1999-05-27 00:00:00+00:00,104.9,106.7,104.2,106.6,1617700,65.7238992302,66.8516687118,65.2853222096,66.7890148517,1617700,0.0,1.0
1999-05-28 00:00:00+00:00,105.1,105.9,104.8,105.0,702700,65.8492069504,66.3504378311,65.6612453701,65.7865530903,702700,0.0,1.0
1999-06-01 00:00:00+00:00,106.1,106.1,104.1,105.2,1968500,66.4757455512,66.4757455512,65.2226683495,65.9118608105,1968500,0.0,1.0
1999-06-02 00:00:00+00:00,105.9,106.3,104.7,106.0,1111500,66.3504378311,66.6010532714,65.59859151,66.4130916912,1111500,0.0,1.0
1999-06-03 00:00:00+00:00,106.8,106.8,105.9,106.3,583900,66.9143225719,66.9143225719,66.3504378311,66.6010532714,583900,0.0,1.0
1999-06-04 00:00:00+00:00,108.2,108.3,106.8,107.4,632300,67.7914766131,67.8541304731,66.9143225719,67.2902457324,632300,0.0,1.0
1999-06-07 00:00:00+00:00,109.0,109.3,108.1,108.4,651700,68.2927074937,68.480669074,67.728822753,67.9167843332,651700,0.0,1.0
1999-06-08 00:00:00+00:00,107.8,108.9,107.4,108.9,574000,67.5408611727,68.2300536337,67.2902457324,68.2300536337,574000,0.0,1.0
1999-06-09 00:00:00+00:00,107.1,108.0,106.7,108.0,395400,67.1022841521,67.6661688929,66.8516687118,67.6661688929,395400,0.0,1.0
1999-06-10 00:00:00+00:00,106.2,106.7,105.3,106.6,750600,66.5383994113,66.8516687118,65.9745146706,66.7890148517,750600,0.0,1.0
1999-06-11 00:00:00+00:00,104.8,107.0,104.3,106.6,1043900,65.6612453701,67.039630292,65.3479760697,66.7890148517,1043900,0.0,1.0
1999-06-14 00:00:00+00:00,105.7,106.1,105.0,105.5,589100,66.2251301109,66.4757455512,65.7865530903,66.0998223907,589100,0.0,1.0
1999-06-15 00:00:00+00:00,106.3,106.9,105.8,106.1,697300,66.6010532714,66.9769764319,66.287783971,66.4757455512,697300,0.0,1.0
1999-06-16 00:00:00+00:00,107.8,108.1,107.3,107.3,773500,67.5408611727,67.728822753,67.2275918723,67.2275918723,773500,0.0,1.0
1999-06-17 00:00:00+00:00,108.7,108.9,107.3,107.5,632500,68.1047459135,68.2300536337,67.2275918723,67.3528995925,632500,0.0,1.0
1999-06-18 00:00:00+00:00,108.5,108.8,108.2,108.6,264300,68.052943702,68.2411085233,67.8647788807,68.1156653091,264300,0.11732,1.0
1999-06-21 00:00:00+00:00,108.1,109.0,107.6,108.8,309700,67.8020572736,68.3665517375,67.4884492381,68.2411085233,309700,0.0,1.0
1999-06-22 00:00:00+00:00,107.2,108.2,107.0,107.6,398800,67.2375628097,67.8647788807,67.1121195955,67.4884492381,398800,0.0,1.0
1999-06-23 00:00:00+00:00,106.5,107.0,106.3,107.0,493800,66.79851156,67.1121195955,66.6730683458,67.1121195955,493800,0.0,1.0
1999-06-24 00:00:00+00:00,105.6,106.4,104.8,106.4,603500,66.2340170961,66.7357899529,65.7322442393,66.7357899529,603500,0.0,1.0
1999-06-25 00:00:00+00:00,105.7,106.4,105.5,106.1,297600,66.2967387032,66.7357899529,66.171295489,66.5476251316,297600,0.0,1.0
1999-06-28 00:00:00+00:00,106.7,107.0,106.3,106.6,522300,66.9239547742,67.1121195955,66.6730683458,66.8612331671,522300,0.0,1.0
1999-06-29 00:00:00+00:00,107.6,108.0,106.3,106.6,308300,67.4884492381,67.7393356665,66.6730683458,66.8612331671,308300,0.0,1.0
1999-06-30 00:00:00+00:00,109.4,110.3,107.3,107.8,1151100,68.6174381659,69.1819326297,67.3002844168,67.6138924523,1151100,0.0,1.0
1999-07-01 00:00:00+00:00,110.7,111.0,109.1,109.8,1408100,69.4328190581,69.6209838794,68.4292733446,68.8683245942,1408100,0.0,1.0
1999-07-02 00:00:00+00:00,111.7,111.8,110.6,110.8,393900,70.0600351291,70.1227567362,69.370097451,69.4955406652,393900,0.0,1.0
1999-07-06 00:00:00+00:00,111.4,112.5,111.3,111.7,548000,69.8718703078,70.5618079859,69.8091487007,70.0600351291,548000,0.0,1.0
1999-07-07 00:00:00+00:00,111.6,111.8,110.8,111.3,563100,69.997313522,70.1227567362,69.4955406652,69.8091487007,563100,0.0,1.0
1999-07-08 00:00:00+00:00,111.2,112.3,111.0,111.1,430000,69.7464270936,70.4363647717,69.6209838794,69.6837054865,430000,0.0,1.0
1999-07-09 00:00:00+00:00,112.1,112.1,111.4,111.7,323300,70.3109215575,70.3109215575,69.8718703078,70.0600351291,323300,0.0,1.0
1999-07-12 00:00:00+00:00,111.8,112.6,111.6,112.6,414200,70.1227567362,70.624529593,69.997313522,70.624529593,414200,0.0,1.0
1999-07-13 00:00:00+00:00,111.9,112.2,110.8,111.1,341900,70.1854783433,70.3736431646,69.4955406652,69.6837054865,341900,0.0,1.0
1999-07-14 00:00:00+00:00,111.7,112.3,111.3,112.3,354100,70.0600351291,70.4363647717,69.8091487007,70.4363647717,354100,0.0,1.0
1999-07-15 00:00:00+00:00,111.7,112.3,111.5,112.3,287100,70.0600351291,70.4363647717,69.9345919149,70.4363647717,287100,0.0,1.0
1999-07-16 00:00:00+00:00,112.0,112.2,111.4,111.9,226300,70.2690849911,70.3945655001,69.8926434644,70.2063447367,226300,0.033298,1.0
1999-07-19 00:00:00+00:00,111.8,112.6,111.7,112.4,290700,70.1436044822,70.6455265179,70.0808642278,70.520046009,290700,0.0,1.0
1999-07-20 00:00:00+00:00,109.7,111.8,109.5,111.3,816500,68.8260591387,70.1436044822,68.7005786297,69.82990321,816500,0.0,1.0
1999-07-21 00:00:00+00:00,109.9,110.6,109.3,109.8,534900,68.9515396476,69.3907214288,68.5750981208,68.8887993931,534900,0.0,1.0
1999-07-22 00:00:00+00:00,109.4,110.5,108.7,109.8,1008500,68.6378383753,69.3279811743,68.1986565941,68.8887993931,1008500,0.0,1.0
1999-07-23 00:00:00+00:00,109.1,110.1,108.6,110.0,541700,68.4496176119,69.0770201565,68.1359163396,69.014279902,541700,0.0,1.0
1999-07-26 00:00:00+00:00,108.4,109.2,108.3,108.7,377600,68.0104358307,68.5123578664,67.9476955763,68.1986565941,377600,0.0,1.0
1999-07-27 00:00:00+00:00,109.6,110.2,108.9,109.2,1080200,68.7633188842,69.1397604109,68.324137103,68.5123578664,1080200,0.0,1.0
1999-07-28 00:00:00+00:00,109.4,110.3,109.3,109.6,459100,68.6378383753,69.2025006654,68.5750981208,68.7633188842,459100,0.0,1.0
1999-07-29 00:00:00+00:00,107.8,108.6,106.9,108.4,1201800,67.633994304,68.1359163396,67.0693320139,68.0104358307,1201800,0.0,1.0
1999-07-30 00:00:00+00:00,106.3,108.2,106.3,107.9,788700,66.6928904871,67.8849553218,66.6928904871,67.6967345584,788700,0.0,1.0
1999-08-02 00:00:00+00:00,106.6,107.9,106.0,106.4,673700,66.8811112505,67.6967345584,66.5046697238,66.7556307416,673700,0.0,1.0
1999-08-03 00:00:00+00:00,106.7,107.3,105.9,107.1,1141400,66.943851505,67.3202930317,66.4419294693,67.1948125228,1141400,0.0,1.0
1999-08-04 00:00:00+00:00,106.7,108.1,106.5,107.2,1571300,66.943851505,67.8222150673,66.818370996,67.2575527772,1571300,0.0,1.0
1999-08-05 00:00:00+00:00,108.3,108.3,105.5,107.0,1613300,67.9476955763,67.9476955763,66.1909684515,67.1320722683,1613300,0.0,1.0
1999-08-06 00:00:00+00:00,107.1,108.3,106.5,107.5,800600,67.1948125228,67.9476955763,66.818370996,67.4457735406,800600,0.0,1.0
1999-08-09 00:00:00+00:00,107.1,107.6,106.8,107.2,634100,67.1948125228,67.5085137951,67.0065917594,67.2575527772,634100,0.0,1.0
1999-08-10 00:00:00+00:00,106.8,107.2,105.3,107.0,2335100,67.0065917594,67.2575527772,66.0654879426,67.1320722683,2335100,0.0,1.0
1999-08-11 00:00:00+00:00,108.0,108.1,106.5,107.4,716300,67.7594748129,67.8222150673,66.818370996,67.3830332862,716300,0.0,1.0
1999-08-12 00:00:00+00:00,107.9,109.1,107.9,108.3,595100,67.6967345584,68.4496176119,67.6967345584,67.9476955763,595100,0.0,1.0
1999-08-13 00:00:00+00:00,110.0,110.0,109.0,109.2,567200,69.014279902,69.014279902,68.3868773575,68.5123578664,567200,0.0,1.0
1999-08-16 00:00:00+00:00,110.7,110.7,109.6,110.0,663300,69.4534616832,69.4534616832,68.7633188842,69.014279902,663300,0.0,1.0
1999-08-17 00:00:00+00:00,111.3,111.7,110.2,111.7,625600,69.82990321,70.0808642278,69.1397604109,70.0808642278,625600,0.0,1.0
1999-08-18 00:00:00+00:00,109.9,111.5,109.8,110.8,776200,68.9515396476,69.9553837189,68.8887993931,69.5162019377,776200,0.0,1.0
1999-08-19 00:00:00+00:00,109.9,110.2,109.0,109.0,732600,68.9515396476,69.1397604109,68.3868773575,68.3868773575,732600,0.0,1.0
1999-08-20 00:00:00+00:00,110.8,111.0,109.8,109.9,688300,69.6599944447,69.7857345068,69.0312941338,69.0941641649,688300,0.229187,1.0
1999-08-23 00:00:00+00:00,113.3,113.3,111.5,111.7,1016900,71.2317452218,71.2317452218,70.1000846623,70.2258247244,1016900,0.0,1.0
1999-08-24 00:00:00+00:00,112.9,113.8,111.8,112.8,1476300,70.9802650975,71.5460953773,70.2886947555,70.9173950664,1476300,0.0,1.0
1999-08-25 00:00:00+00:00,113.6,113.6,112.0,113.2,864200,71.4203553151,71.4203553151,70.4144348177,71.1688751907,864200,0.0,1.0
1999-08-26 00:00:00+00:00,112.1,113.3,112.0,113.2,749500,70.4773048488,71.2317452218,70.4144348177,71.1688751907,749500,0.0,1.0
1999-08-27 00:00:00+00:00,111.0,112.4,111.0,112.4,656000,69.7857345068,70.665914942,69.7857345068,70.665914942,656000,0.0,1.0
1999-08-30 00:00:00+00:00,109.1,111.3,108.9,111.2,789600,68.5912039162,69.9743446001,68.465463854,69.911474569,789600,0.0,1.0
1999-08-31 00:00:00+00:00,108.3,110.0,107.8,109.2,1038800,68.0882436675,69.157034196,67.773893512,68.6540739473,1038800,0.0,1.0
1999-09-01 00:00:00+00:00,109.6,109.6,108.5,108.9,1136500,68.9055540716,68.9055540716,68.2139837296,68.465463854,1136500,0.0,1.0
1999-09-02 00:00:00+00:00,108.4,108.8,107.4,108.1,1048200,68.1511136986,68.4025938229,67.5224133877,67.9625036053,1048200,0.0,1.0
1999-09-03 00:00:00+00:00,111.3,111.3,110.0,110.4,709500,69.9743446001,69.9743446001,69.157034196,69.4085143203,709500,0.0,1.0
1999-09-07 00:00:00+00:00,110.3,111.2,110.1,110.7,423700,69.3456442892,69.911474569,69.219904227,69.5971244136,423700,0.0,1.0
1999-09-08 00:00:00+00:00,110.3,111.3,109.6,109.8,773400,69.3456442892,69.9743446001,68.9055540716,69.0312941338,773400,0.0,1.0
1999-09-09 00:00:00+00:00,110.6,111.0,109.8,110.4,554800,69.5342543825,69.7857345068,69.0312941338,69.4085143203,554800,0.0,1.0
1999-09-10 00:00:00+00:00,110.3,111.9,110.3,111.8,660100,69.3456442892,70.3515647866,69.3456442892,70.2886947555,660100,0.0,1.0
1999-09-13 00:00:00+00:00,110.3,110.5,109.8,110.0,518700,69.3456442892,69.4713843514,69.0312941338,69.157034196,518700,0.0,1.0
1999-09-14 00:00:00+00:00,109.3,109.9,109.0,109.9,806700,68.7169439783,69.0941641649,68.5283338851,69.0941641649,806700,0.0,1.0
1999-09-15 00:00:00+00:00,107.9,110.3,107.8,110.3,1055000,67.8367635431,69.3456442892,67.773893512,69.3456442892,1055000,0.0,1.0
